2020-06-10 15:06:53.712 The 0-th variable: name is x, valueReference is 0, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.715 The 1538-th variable: name is axis1.motor.diff.p1.i, valueReference is 2714, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.716 The 1539-th variable: name is axis1.motor.diff.n1.i, valueReference is 2715, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.716 The 1540-th variable: name is axis1.motor.diff.p2.i, valueReference is 2716, valueType is 1, valueInit is -0.00172176308539945, causality is 8.

2020-06-10 17:10:04.716 The 1541-th variable: name is axis1.motor.diff.n2.v, valueReference is 2717, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.717 The 1542-th variable: name is axis1.motor.power.v1, valueReference is 2718, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.717 The 1543-th variable: name is axis1.motor.power.i1, valueReference is 2719, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.718 The 1544-th variable: name is axis1.motor.power.p1.i, valueReference is 2720, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.718 The 1545-th variable: name is axis1.motor.power.n1.i, valueReference is 2721, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.718 The 1546-th variable: name is axis1.motor.power.p2.v, valueReference is 2722, valueType is 1, valueInit is -86.08815426997246, causality is 8.

2020-06-10 17:10:04.719 The 1547-th variable: name is axis1.motor.power.p2.i, valueReference is 2723, valueType is 1, valueInit is 0.6887052341597797, causality is 8.

2020-06-10 17:10:04.719 The 1548-th variable: name is axis1.motor.power.n2.v, valueReference is 2724, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.720 The 1549-th variable: name is axis1.motor.emf.k, valueReference is 2725, valueType is 1, valueInit is 1.1616, causality is 8.

2020-06-10 17:10:04.720 The 1550-th variable: name is axis1.motor.emf.n.v, valueReference is 2726, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.721 The 1551-th variable: name is axis1.motor.La.v, valueReference is 2731, valueType is 1, valueInit is 1.4210854715202e-014, causality is 8.

2020-06-10 17:10:04.721 The 1552-th variable: name is axis1.motor.La.i, valueReference is 2732, valueType is 1, valueInit is -0.3443526170798899, causality is 8.

2020-06-10 17:10:04.721 The 1553-th variable: name is axis1.motor.La.p.v, valueReference is 2733, valueType is 1, valueInit is 1.4210854715202e-014, causality is 8.

2020-06-10 17:10:04.722 The 1554-th variable: name is axis1.motor.La.n.v, valueReference is 2734, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:04.722 The 1555-th variable: name is axis1.motor.La.L, valueReference is 2735, valueType is 1, valueInit is 0.04538852578068264, causality is 8.

2020-06-10 17:10:04.723 The 1556-th variable: name is axis1.motor.Ra.R, valueReference is 2736, valueType is 1, valueInit is 250, causality is 8.

2020-06-10 17:10:04.723 The 1557-th variable: name is axis1.motor.Ra.T_ref, valueReference is 2737, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.724 The 1558-th variable: name is axis1.motor.Ra.alpha, valueReference is 2738, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.724 The 1559-th variable: name is axis1.motor.Ra.v, valueReference is 2739, valueType is 1, valueInit is -86.08815426997248, causality is 8.

2020-06-10 17:10:04.724 The 1560-th variable: name is axis1.motor.Ra.T, valueReference is 2740, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.725 The 1561-th variable: name is axis1.motor.Ra.LossPower, valueReference is 2741, valueType is 1, valueInit is 29.64468122244232, causality is 8.

2020-06-10 17:10:04.725 The 1562-th variable: name is axis1.motor.Ra.R_actual, valueReference is 2742, valueType is 1, valueInit is 250, causality is 8.

2020-06-10 17:10:04.726 The 1563-th variable: name is axis1.motor.Rd2.R, valueReference is 2743, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.726 The 1564-th variable: name is axis1.motor.Rd2.T_ref, valueReference is 2744, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.726 The 1565-th variable: name is axis1.motor.Rd2.alpha, valueReference is 2745, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.727 The 1566-th variable: name is axis1.motor.Rd2.v, valueReference is 2746, valueType is 1, valueInit is -0.172176308539945, causality is 8.

2020-06-10 17:10:04.727 The 1567-th variable: name is axis1.motor.Rd2.p.v, valueReference is 2747, valueType is 1, valueInit is -0.3443526170798899, causality is 8.

2020-06-10 17:10:04.728 The 1568-th variable: name is axis1.motor.Rd2.n.v, valueReference is 2748, valueType is 1, valueInit is -0.172176308539945, causality is 8.

2020-06-10 17:10:04.728 The 1569-th variable: name is axis1.motor.Rd2.T, valueReference is 2749, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.729 The 1570-th variable: name is axis1.motor.Rd2.LossPower, valueReference is 2750, valueType is 1, valueInit is 0.0002964468122244232, causality is 8.

2020-06-10 17:10:04.729 The 1571-th variable: name is axis1.motor.Rd2.R_actual, valueReference is 2751, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.730 The 1572-th variable: name is axis1.motor.C.v, valueReference is 2752, valueType is 1, valueInit is 17.21763085399449, causality is 8.

2020-06-10 17:10:04.730 The 1573-th variable: name is axis1.motor.C.p.v, valueReference is 2753, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.731 The 1574-th variable: name is axis1.motor.C.C, valueReference is 2754, valueType is 1, valueInit is 5.22875816993464e-007, causality is 8.

2020-06-10 17:10:04.731 The 1575-th variable: name is axis1.motor.OpI.v1, valueReference is 2755, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.732 The 1576-th variable: name is axis1.motor.OpI.i1, valueReference is 2756, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.732 The 1577-th variable: name is axis1.motor.OpI.p1.v, valueReference is 2757, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.732 The 1578-th variable: name is axis1.motor.OpI.p1.i, valueReference is 2758, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.733 The 1579-th variable: name is axis1.motor.OpI.n1.v, valueReference is 2759, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.733 The 1580-th variable: name is axis1.motor.OpI.n1.i, valueReference is 2760, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.734 The 1581-th variable: name is axis1.motor.OpI.n2.v, valueReference is 2761, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.734 The 1582-th variable: name is axis1.motor.Rd1.R, valueReference is 2762, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.734 The 1583-th variable: name is axis1.motor.Rd1.T_ref, valueReference is 2763, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.735 The 1584-th variable: name is axis1.motor.Rd1.alpha, valueReference is 2764, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.735 The 1585-th variable: name is axis1.motor.Rd1.v, valueReference is 2765, valueType is 1, valueInit is -0.172176308539945, causality is 8.

2020-06-10 17:10:04.736 The 1586-th variable: name is axis1.motor.Rd1.i, valueReference is 2766, valueType is 1, valueInit is -0.00172176308539945, causality is 8.

2020-06-10 17:10:04.736 The 1587-th variable: name is axis1.motor.Rd1.T, valueReference is 2767, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.737 The 1588-th variable: name is axis1.motor.Rd1.LossPower, valueReference is 2768, valueType is 1, valueInit is 0.0002964468122244232, causality is 8.

2020-06-10 17:10:04.737 The 1589-th variable: name is axis1.motor.Rd1.R_actual, valueReference is 2769, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.737 The 1590-th variable: name is axis1.motor.Ri.R, valueReference is 2770, valueType is 1, valueInit is 10, causality is 8.

2020-06-10 17:10:04.738 The 1591-th variable: name is axis1.motor.Ri.T_ref, valueReference is 2771, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.738 The 1592-th variable: name is axis1.motor.Ri.alpha, valueReference is 2772, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.739 The 1593-th variable: name is axis1.motor.Ri.v, valueReference is 2773, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.739 The 1594-th variable: name is axis1.motor.Ri.i, valueReference is 2774, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.739 The 1595-th variable: name is axis1.motor.Ri.n.v, valueReference is 2775, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.740 The 1596-th variable: name is axis1.motor.Ri.T, valueReference is 2776, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.740 The 1597-th variable: name is axis1.motor.Ri.LossPower, valueReference is 2777, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.741 The 1598-th variable: name is axis1.motor.Ri.R_actual, valueReference is 2778, valueType is 1, valueInit is 10, causality is 8.

2020-06-10 17:10:04.741 The 1599-th variable: name is axis1.motor.Rp1.R, valueReference is 2779, valueType is 1, valueInit is 200, causality is 8.

2020-06-10 17:10:04.742 The 1600-th variable: name is axis1.motor.Rp1.T_ref, valueReference is 2780, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.742 The 1601-th variable: name is axis1.motor.Rp1.alpha, valueReference is 2781, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.742 The 1602-th variable: name is axis1.motor.Rp1.v, valueReference is 2782, valueType is 1, valueInit is 68.87052341597797, causality is 8.

2020-06-10 17:10:04.743 The 1603-th variable: name is axis1.motor.Rp1.i, valueReference is 2783, valueType is 1, valueInit is 0.3443526170798898, causality is 8.

2020-06-10 17:10:04.743 The 1604-th variable: name is axis1.motor.Rp1.T, valueReference is 2784, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.744 The 1605-th variable: name is axis1.motor.Rp1.LossPower, valueReference is 2785, valueType is 1, valueInit is 23.71574497795385, causality is 8.

2020-06-10 17:10:04.744 The 1606-th variable: name is axis1.motor.Rp1.R_actual, valueReference is 2786, valueType is 1, valueInit is 200, causality is 8.

2020-06-10 17:10:04.745 The 1607-th variable: name is axis1.motor.Rp2.R, valueReference is 2787, valueType is 1, valueInit is 50, causality is 8.

2020-06-10 17:10:04.745 The 1608-th variable: name is axis1.motor.Rp2.T_ref, valueReference is 2788, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.746 The 1609-th variable: name is axis1.motor.Rp2.alpha, valueReference is 2789, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.746 The 1610-th variable: name is axis1.motor.Rp2.n.v, valueReference is 2790, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.747 The 1611-th variable: name is axis1.motor.Rp2.T, valueReference is 2791, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.747 The 1612-th variable: name is axis1.motor.Rp2.LossPower, valueReference is 2792, valueType is 1, valueInit is 5.928936244488463, causality is 8.

2020-06-10 17:10:04.748 The 1613-th variable: name is axis1.motor.Rp2.R_actual, valueReference is 2793, valueType is 1, valueInit is 50, causality is 8.

2020-06-10 17:10:04.748 The 1614-th variable: name is axis1.motor.Rd4.R, valueReference is 2794, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.749 The 1615-th variable: name is axis1.motor.Rd4.T_ref, valueReference is 2795, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.749 The 1616-th variable: name is axis1.motor.Rd4.alpha, valueReference is 2796, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.749 The 1617-th variable: name is axis1.motor.Rd4.i, valueReference is 2797, valueType is 1, valueInit is -0.00172176308539945, causality is 8.

2020-06-10 17:10:04.750 The 1618-th variable: name is axis1.motor.Rd4.n.v, valueReference is 2798, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.750 The 1619-th variable: name is axis1.motor.Rd4.T, valueReference is 2799, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.751 The 1620-th variable: name is axis1.motor.Rd4.LossPower, valueReference is 2800, valueType is 1, valueInit is 0.0002964468122244232, causality is 8.

2020-06-10 17:10:04.751 The 1621-th variable: name is axis1.motor.Rd4.R_actual, valueReference is 2801, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.752 The 1622-th variable: name is axis1.motor.hall2.n.v, valueReference is 2802, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.752 The 1623-th variable: name is axis1.motor.Rd3.R, valueReference is 2803, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.752 The 1624-th variable: name is axis1.motor.Rd3.T_ref, valueReference is 2804, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.753 The 1625-th variable: name is axis1.motor.Rd3.alpha, valueReference is 2805, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.753 The 1626-th variable: name is axis1.motor.Rd3.v, valueReference is 2806, valueType is 1, valueInit is -0.172176308539945, causality is 8.

2020-06-10 17:10:04.754 The 1627-th variable: name is axis1.motor.Rd3.p.v, valueReference is 2807, valueType is 1, valueInit is -0.3443526170798899, causality is 8.

2020-06-10 17:10:04.754 The 1628-th variable: name is axis1.motor.Rd3.T, valueReference is 2808, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.754 The 1629-th variable: name is axis1.motor.Rd3.LossPower, valueReference is 2809, valueType is 1, valueInit is 0.0002964468122244232, causality is 8.

2020-06-10 17:10:04.755 The 1630-th variable: name is axis1.motor.Rd3.R_actual, valueReference is 2810, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.755 The 1631-th variable: name is axis1.motor.g1.p.v, valueReference is 2811, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.756 The 1632-th variable: name is axis1.motor.g2.p.v, valueReference is 2812, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.756 The 1633-th variable: name is axis1.motor.g3.p.v, valueReference is 2813, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.756 The 1634-th variable: name is axis1.motor.g3.p.i, valueReference is 2814, valueType is 1, valueInit is 0.6852617079889808, causality is 8.

2020-06-10 17:10:04.757 The 1635-th variable: name is axis1.motor.hall1.p.v, valueReference is 2815, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.757 The 1636-th variable: name is axis1.motor.hall1.n.v, valueReference is 2816, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.758 The 1637-th variable: name is axis1.motor.g4.p.v, valueReference is 2817, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.758 The 1638-th variable: name is axis1.motor.g5.p.v, valueReference is 2818, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.759 The 1639-th variable: name is axis1.motor.phi.flange.tau, valueReference is 2819, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.759 The 1640-th variable: name is axis1.motor.speed.flange.tau, valueReference is 2820, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.759 The 1641-th variable: name is axis1.motor.Jmotor.flange_a.tau, valueReference is 2821, valueType is 1, valueInit is -0.4000000000000001, causality is 8.

2020-06-10 17:10:04.760 The 1642-th variable: name is axis1.motor.Jmotor.J, valueReference is 2822, valueType is 1, valueInit is 0.0013, causality is 8.

2020-06-10 17:10:04.761 The 1643-th variable: name is axis1.motor.Jmotor.phi, valueReference is 2823, valueType is 1, valueInit is 109.9557428756428, causality is 8.

2020-06-10 17:10:04.761 The 1644-th variable: name is axis1.motor.convert1.k, valueReference is 2824, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.762 The 1645-th variable: name is axis1.motor.convert2.k, valueReference is 2825, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.762 The 1646-th variable: name is axis1.motor.convert2.u, valueReference is 2826, valueType is 1, valueInit is -0.3443526170798899, causality is 8.

2020-06-10 17:10:04.763 The 1647-th variable: name is axis1.controller.kp, valueReference is 2827, valueType is 1, valueInit is 30, causality is 8.

2020-06-10 17:10:04.764 The 1648-th variable: name is axis1.controller.ks, valueReference is 2828, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.764 The 1649-th variable: name is axis1.controller.Ts, valueReference is 2829, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.765 The 1650-th variable: name is axis1.controller.ratio, valueReference is 2830, valueType is 1, valueInit is -105, causality is 8.

2020-06-10 17:10:04.765 The 1651-th variable: name is axis1.controller.gain1.k, valueReference is 2831, valueType is 1, valueInit is -105, causality is 8.

2020-06-10 17:10:04.765 The 1652-th variable: name is axis1.controller.PI.k, valueReference is 2832, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.766 The 1653-th variable: name is axis1.controller.PI.T, valueReference is 2833, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.766 The 1654-th variable: name is axis1.controller.PI.x_start, valueReference is 2834, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.767 The 1655-th variable: name is axis1.controller.PI.y_start, valueReference is 2835, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.767 The 1656-th variable: name is axis1.controller.PI.u, valueReference is 2836, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.767 The 1657-th variable: name is axis1.controller.PI.x, valueReference is 2837, valueType is 1, valueInit is -0.6887052341597798, causality is 8.

2020-06-10 17:10:04.768 The 1658-th variable: name is axis1.controller.feedback1.u1, valueReference is 2838, valueType is 1, valueInit is 109.9557428756428, causality is 8.

2020-06-10 17:10:04.768 The 1659-th variable: name is axis1.controller.P.k, valueReference is 2839, valueType is 1, valueInit is 30, causality is 8.

2020-06-10 17:10:04.769 The 1660-th variable: name is axis1.controller.P.u, valueReference is 2840, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.769 The 1661-th variable: name is axis1.controller.P.y, valueReference is 2841, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.770 The 1662-th variable: name is axis1.controller.add3.k1, valueReference is 2842, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.770 The 1663-th variable: name is axis1.controller.add3.k2, valueReference is 2843, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.770 The 1664-th variable: name is axis1.controller.add3.k3, valueReference is 2844, valueType is 1, valueInit is -1, causality is 8.

2020-06-10 17:10:04.771 The 1665-th variable: name is axis1.controller.add3.u1, valueReference is 2845, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:04.771 The 1666-th variable: name is axis1.controller.gain2.k, valueReference is 2846, valueType is 1, valueInit is -105, causality is 8.

2020-06-10 17:10:04.772 The 1667-th variable: name is axis1.angleSensor.flange.tau, valueReference is 2847, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.772 The 1668-th variable: name is axis1.speedSensor.flange.tau, valueReference is 2848, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.772 The 1669-th variable: name is axis1.accSensor.flange.tau, valueReference is 2849, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.773 The 1670-th variable: name is axis1.initializeFlange.flange.tau, valueReference is 2850, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.773 The 1671-th variable: name is axis1.const.k, valueReference is 2859, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.774 The 1672-th variable: name is axis1.c, valueReference is 2860, valueType is 1, valueInit is 43, causality is 8.

2020-06-10 17:10:04.774 The 1673-th variable: name is axis1.cd, valueReference is 2861, valueType is 1, valueInit is 0.005, causality is 8.

2020-06-10 17:10:04.775 The 1674-th variable: name is axis2.kp, valueReference is 2862, valueType is 1, valueInit is 5, causality is 8.

2020-06-10 17:10:04.775 The 1675-th variable: name is axis2.ks, valueReference is 2863, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.775 The 1676-th variable: name is axis2.Ts, valueReference is 2864, valueType is 1, valueInit is 0.05, causality is 8.

2020-06-10 17:10:04.776 The 1677-th variable: name is axis2.k, valueReference is 2865, valueType is 1, valueInit is 1.1616, causality is 8.

2020-06-10 17:10:04.776 The 1678-th variable: name is axis2.w, valueReference is 2866, valueType is 1, valueInit is 5500, causality is 8.

2020-06-10 17:10:04.777 The 1679-th variable: name is axis2.D, valueReference is 2867, valueType is 1, valueInit is 0.6, causality is 8.

2020-06-10 17:10:04.777 The 1680-th variable: name is axis2.J, valueReference is 2868, valueType is 1, valueInit is 0.0013, causality is 8.

2020-06-10 17:10:04.778 The 1681-th variable: name is axis2.ratio, valueReference is 2869, valueType is 1, valueInit is 210, causality is 8.

2020-06-10 17:10:04.778 The 1682-th variable: name is axis2.Rv0, valueReference is 2870, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.779 The 1683-th variable: name is axis2.Rv1, valueReference is 2871, valueType is 1, valueInit is 0.0007692307692307692, causality is 8.

2020-06-10 17:10:04.780 The 1684-th variable: name is axis2.peak, valueReference is 2872, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.780 The 1685-th variable: name is axis2.gear.i, valueReference is 2873, valueType is 1, valueInit is 210, causality is 8.

2020-06-10 17:10:04.780 The 1686-th variable: name is axis2.gear.c, valueReference is 2874, valueType is 1, valueInit is 8, causality is 8.

2020-06-10 17:10:04.781 The 1687-th variable: name is axis2.gear.d, valueReference is 2875, valueType is 1, valueInit is 0.01, causality is 8.

2020-06-10 17:10:04.781 The 1688-th variable: name is axis2.gear.Rv0, valueReference is 2876, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.782 The 1689-th variable: name is axis2.gear.Rv1, valueReference is 2877, valueType is 1, valueInit is 0.0007692307692307692, causality is 8.

2020-06-10 17:10:04.782 The 1690-th variable: name is axis2.gear.peak, valueReference is 2878, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.783 The 1691-th variable: name is axis2.gear.a_rel, valueReference is 2879, valueType is 1, valueInit is 7.480400527492203, causality is 8.

2020-06-10 17:10:04.783 The 1692-th variable: name is axis2.gear.unitAngularVelocity, valueReference is 2880, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.783 The 1693-th variable: name is axis2.gear.unitTorque, valueReference is 2881, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.784 The 1694-th variable: name is axis2.gear.gear.flange_a.phi, valueReference is 2882, valueType is 1, valueInit is 73.30382858376184, causality is 8.

2020-06-10 17:10:04.784 The 1695-th variable: name is axis2.gear.gear.ratio, valueReference is 2884, valueType is 1, valueInit is 210, causality is 8.

2020-06-10 17:10:04.785 The 1696-th variable: name is axis2.gear.spring.c, valueReference is 2885, valueType is 1, valueInit is 8, causality is 8.

2020-06-10 17:10:04.785 The 1697-th variable: name is axis2.gear.spring.d, valueReference is 2886, valueType is 1, valueInit is 0.01, causality is 8.

2020-06-10 17:10:04.785 The 1698-th variable: name is axis2.gear.spring.phi_rel0, valueReference is 2887, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.786 The 1699-th variable: name is axis2.gear.spring.phi_rel, valueReference is 2888, valueType is 1, valueInit is 0.4660879645982504, causality is 8.

2020-06-10 17:10:04.786 The 1700-th variable: name is axis2.gear.spring.w_rel, valueReference is 2889, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.787 The 1701-th variable: name is axis2.gear.spring.tau, valueReference is 2890, valueType is 1, valueInit is 3.728703716786003, causality is 8.

2020-06-10 17:10:04.787 The 1702-th variable: name is axis2.gear.spring.phi_nominal, valueReference is 2891, valueType is 1, valueInit is 0.0001, causality is 8.

2020-06-10 17:10:04.788 The 1703-th variable: name is axis2.gear.spring.lossPower, valueReference is 2892, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.788 The 1704-th variable: name is axis2.gear.bearingFriction.flange_a.tau, valueReference is 2895, valueType is 1, valueInit is -4.228703716786003, causality is 8.

2020-06-10 17:10:04.788 The 1705-th variable: name is axis2.gear.bearingFriction.tau_pos[1, 1], valueReference is 2897, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.789 The 1706-th variable: name is axis2.gear.bearingFriction.tau_pos[1, 2], valueReference is 2898, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.789 The 1707-th variable: name is axis2.gear.bearingFriction.tau_pos[2, 1], valueReference is 2899, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.790 The 1708-th variable: name is axis2.gear.bearingFriction.tau_pos[2, 2], valueReference is 2900, valueType is 1, valueInit is 0.5007692307692307, causality is 8.

2020-06-10 17:10:04.790 The 1709-th variable: name is axis2.gear.bearingFriction.peak, valueReference is 2901, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:04.790 The 1710-th variable: name is axis2.gear.bearingFriction.w_small, valueReference is 2902, valueType is 1, valueInit is 10000000000, causality is 8.

2020-06-10 17:10:04.791 The 1711-th variable: name is axis2.gear.bearingFriction.tau0, valueReference is 2903, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.791 The 1712-th variable: name is axis2.gear.bearingFriction.tau0_max, valueReference is 2904, valueType is 1, valueInit is 0.5, causality is 8.

2020-06-10 17:10:04.792 The 1713-th variable: name is axis2.gear.bearingFriction.sa, valueReference is 2905, valueType is 1, valueInit is -0.5, causality is 8.

2020-06-10 17:10:04.792 The 1714-th variable: name is axis2.gear.bearingFriction.lossPower, valueReference is 2908, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.792 The 1715-th variable: name is axis2.gear.bearingFriction.tau, valueReference is 2909, valueType is 1, valueInit is -0.5, causality is 8.

2020-06-10 17:10:04.793 The 1716-th variable: name is axis2.gear.bearingFriction.w, valueReference is 2910, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:04.793 The 1717-th variable: name is axis2.gear.bearingFriction.a, valueReference is 2911, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:04.794 The 1718-th variable: name is axis2.motor.J, valueReference is 2912, valueType is 1, valueInit is 0.0013, causality is 8.

2020-06-10 17:10:04.795 The 1719-th variable: name is axis2.motor.k, valueReference is 2913, valueType is 1, valueInit is 1.1616, causality is 8.

2020-06-10 17:10:04.795 The 1720-th variable: name is axis2.motor.w, valueReference is 2914, valueType is 1, valueInit is 5500, causality is 8.

2020-06-10 17:10:04.795 The 1721-th variable: name is axis2.motor.D, valueReference is 2915, valueType is 1, valueInit is 0.6, causality is 8.

2020-06-10 17:10:04.796 The 1722-th variable: name is axis2.motor.w_max, valueReference is 2916, valueType is 1, valueInit is 315, causality is 8.

2020-06-10 17:10:04.797 The 1723-th variable: name is axis2.motor.i_max, valueReference is 2917, valueType is 1, valueInit is 9, causality is 8.

2020-06-10 17:10:04.797 The 1724-th variable: name is axis2.motor.Vs.n.v, valueReference is 2918, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.797 The 1725-th variable: name is axis2.motor.diff.v1, valueReference is 2919, valueType is 1, valueInit is 0, causality is 8.

